Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
3676,CSE2006 ,Microprocessor and Interfacing,Dr. dhrampal,3,5,2,5,3
3677,CSE1007 ,Java Programming,Dr. suresh,2,2,1,2,4
3678,CSE2011 ,Data Structures and Algorithms,Dr. vishakha,4,5,2,2,3
3679,CSE3013 ,Artificial Intelligence,Dr. tara,3,2,1,2,2
3680,CSE3011 ,Robotics and its Applications,Dr. priju,1,4,3,3,4
3681,CSE4020 ,Machine Learning,Dr. tirlok,5,3,3,3,3
3682,CSE3002 ,Internet and Web Programming,Dr. chinku,4,3,1,2,2
3683,MAT1014,Discrete Mathematics and Graph Theory,Dr. randheer,5,5,2,1,2
3684,CSE2004 ,Database Management Systems,Dr. gambhir,2,2,1,5,3
3685,CSE3029 ,Game Programming,Dr. manoti,2,5,2,2,5
3686,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. kishana,3,1,5,1,5
3687,ECE3502,IoT Domain Analyst,Dr. sakcham,4,3,1,2,4
3688,CSE3009 ,Internet of Things,Dr. mubarik,3,5,2,1,3
3689,CSE3024 ,Web Mining,Dr. altab,3,5,0,5,4
3690,EEE1001,Basic Electrical and Electronics Engineering,Dr. viplo,4,3,3,4,5
3691,CSE3006 ,Embedded System Design,Dr. bhiki,5,3,3,1,3
3692,CSE1004 ,Network and Communication,Dr. madam,2,2,2,3,3
3693,ECE3502,IoT Domain Analyst,Dr. aakanksha,2,2,3,3,3
3694,CSE3501,Information Security Analysis and Audit,Dr. smt,4,4,2,1,4
3695,CSE3009 ,Internet of Things,Dr. gulfsal,3,2,1,5,4
3696,CSE3021 ,Social and Information Networks,Dr. tekchand,2,1,3,2,3
3697,CSE3029 ,Game Programming,Dr. nida,4,2,2,1,4
3698,CSE3505,Foundations of Data Analytics,Dr. shailender,3,1,1,3,2
3699,CSE3018 ,Content Based Image and Video Retrieval,Dr. aarifa,5,5,1,2,4
3700,CSE4001 ,Parallel and Distributed Computing,Dr. saurab,1,4,1,1,5
3701,ECE3502,IoT Domain Analyst,Dr. nirmla,5,4,2,5,3
3702,CSE3502,Information Security Management,Dr. dhurve,3,4,1,3,4
3703,CSE3011 ,Robotics and its Applications,Dr. soyab,3,1,1,3,3
3704,CSE2005 ,Operating Systems,Dr. urendra,5,4,2,3,5
3705,ECE3502,IoT Domain Analyst,Dr. jagan,2,1,1,3,3
3706,CSE3502,Information Security Management,Dr. mukeemuddin,2,2,1,5,3
3707,CSE3029 ,Game Programming,Dr. vithal,5,3,0,2,4
3708,ECE3501,IoT Fundamentals,Dr. gudiya,3,4,1,4,2
3709,CSE3009 ,Internet of Things,Dr. nasrin,3,1,1,1,3
3710,CSE2005 ,Operating Systems,Dr. viren,3,3,4,5,5
3711,CSE1007 ,Java Programming,Dr. pawansingh,5,5,4,1,5
3712,CSE1003 ,Digital Logic and Design,Dr. islamudin,1,3,1,5,3
3713,CSE3006 ,Embedded System Design,Dr. nusrat,1,2,3,1,5
3714,CSE3002 ,Internet and Web Programming,Dr. teja,3,5,1,2,5
3715,CSE2006 ,Microprocessor and Interfacing,Dr. firakat,4,1,5,4,4
3716,CSE3009 ,Internet of Things,Dr. abishek,2,2,3,1,4
3717,CSE3501,Information Security Analysis and Audit,Dr. munsi,2,5,2,4,3
3718,CSE3002 ,Internet and Web Programming,Dr. rashida,3,3,0,3,5
3719,CSE2012,Design and analysis of algorithms,Dr. gargi,5,3,3,4,5
3720,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. nanhu,2,5,4,4,4
3721,CSE1007 ,Java Programming,Dr. ramsingh,3,3,4,1,5
3722,CSE4004 ,Digital Forensics,Dr. kirodimal,5,4,2,2,5
3723,CSE4020 ,Machine Learning,Dr. raeeyan,1,3,3,1,2
3724,CSE4011 ,Virtualization,Dr. frjana,2,4,2,2,2
3725,CSE2006 ,Microprocessor and Interfacing,Dr. munnakumar,1,3,3,2,4
3726,CSE3018 ,Content Based Image and Video Retrieval,Dr. sankar,1,2,2,5,4
3727,CSE3024 ,Web Mining,Dr. pawansingh,2,5,2,3,5
3728,CSE3002 ,Internet and Web Programming,Dr. abhijit,4,3,3,3,2
3729,CSE3013 ,Artificial Intelligence,Dr. sharuna,1,3,4,3,5
3730,CSE4014 ,High Performance Computing,Dr. akhtar,4,5,4,2,5
3731,CSE3002 ,Internet and Web Programming,Dr. chnada,5,3,4,4,4
3732,CSE3501,Information Security Analysis and Audit,Dr. wazir,5,3,1,1,4
3733,CSE4001 ,Parallel and Distributed Computing,Dr. milkhi,4,2,5,3,5
3734,CSE2006 ,Microprocessor and Interfacing,Dr. kundan,2,2,6,4,5
3735,CSE3501,Information Security Analysis and Audit,Dr. lilabai,3,2,2,4,2
3736,CSE3025 ,Large Scale Data Processing,Dr. jaiparkash,1,2,3,3,3
3737,CSE4011 ,Virtualization,Dr. tinvkal,5,5,5,3,5
3738,CSE2012,Design and analysis of algorithms,Dr. bobby,3,3,1,3,4
3739,EEE1001,Basic Electrical and Electronics Engineering,Dr. mittopuri,1,4,2,3,2
3740,CSE1004 ,Network and Communication,Dr. kachan,1,3,4,4,4
3741,CSE2001 ,Computer Architecture and Organization,Dr. atitaj,1,5,2,2,3
3742,CSE4011 ,Virtualization,Dr. kiranti,4,5,1,5,4
3743,CSE3502,Information Security Management,Dr. gagandeep,1,5,2,5,2
3744,CSE2005 ,Operating Systems,Dr. ranjeeta,5,4,0,5,3
3745,EEE1001,Basic Electrical and Electronics Engineering,Dr. neelajan,1,5,1,1,3
3746,CSE3011 ,Robotics and its Applications,Dr. shahzad,1,2,2,4,2
3747,CSE2014,Compiler Design,Dr. nimahe,3,5,1,5,2
3748,CSE3013 ,Artificial Intelligence,Dr. rvina,1,5,1,2,2
3749,CSE4022 ,Natural Language Processing,Dr. jatin,2,2,3,2,3
3750,CSE4003 ,Cyber Security,Dr. gen,5,3,3,2,4
3751,CSE4015 ,Human Computer Interaction,Dr. saroz,3,2,2,5,2
3752,CSE4020 ,Machine Learning,Dr. shreemati,1,1,1,3,4
3753,CSE3501,Information Security Analysis and Audit,Dr. chhotu,2,3,1,3,2
3754,CSE3018 ,Content Based Image and Video Retrieval,Dr. anjli,2,4,2,1,2
3755,EEE1001,Basic Electrical and Electronics Engineering,Dr. kamre,2,3,1,5,4
3756,MAT3004 ,Applied Linear Algebra,Dr. rudra,2,5,2,3,2
3757,ECE3501,IoT Fundamentals,Dr. surekha,2,1,2,4,2
3758,CSE2005 ,Operating Systems,Dr. kusham,5,1,5,2,5
3759,MAT2002,Applications of Differential and Difference Equations,Dr. fulmiya,2,4,0,2,2
3760,CSE1003 ,Digital Logic and Design,Dr. rameshwer,4,5,2,1,3
3761,CSE2006 ,Microprocessor and Interfacing,Dr. mam,1,4,3,5,4
3762,CSE3505,Foundations of Data Analytics,Dr. sanjey,2,2,4,4,5
3763,CSE3505,Foundations of Data Analytics,Dr. badami,3,3,0,1,2
3764,CSE2005 ,Operating Systems,Dr. navleen,2,4,1,2,2
3765,CSE3018 ,Content Based Image and Video Retrieval,Dr. jaynarayan,5,3,0,4,2
3766,CSE1004 ,Network and Communication,Dr. bakhtvaar,2,5,1,5,2
3767,CSE3002 ,Internet and Web Programming,Dr. bijander,2,2,0,3,5
3768,CSE3002 ,Internet and Web Programming,Dr. tajmaha,2,1,3,4,5
3769,CSE3506,Essentials of Data Analytics,Dr. rishiraj,2,2,2,5,2
3770,CSE3505,Foundations of Data Analytics,Dr. istyak,3,4,2,4,3
3771,CSE3006 ,Embedded System Design,Dr. jaivanti,5,5,0,4,2
3772,CSE4004 ,Digital Forensics,Dr. hardeep,3,2,2,4,5
3773,CSE3001 ,Software Engineering,Dr. viplo,1,3,2,3,3
3774,MAT3004 ,Applied Linear Algebra,Dr. ramlakhan,5,2,4,3,5
3775,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. uzma,2,3,2,2,4
3776,MAT3004 ,Applied Linear Algebra,Dr. mahtab,3,3,5,3,5
3777,CSE2001 ,Computer Architecture and Organization,Dr. gahnshyam,4,2,1,2,5
3778,CSE3011 ,Robotics and its Applications,Dr. kalua,5,3,3,3,3
3779,CSE4019 ,Image Processing,Dr. kamreen,5,5,1,2,4
3780,MAT1014,Discrete Mathematics and Graph Theory,Dr. manjar,5,1,2,5,4
3781,CSE2013,Theory of Computation,Dr. abhishek,2,3,3,3,3
3782,CSE4004 ,Digital Forensics,Dr. kashis,5,1,2,4,2
3783,CSE4003 ,Cyber Security,Dr. begraj,4,1,4,4,5
3784,CSE1007 ,Java Programming,Dr. jatan,4,1,2,4,3
3785,MAT1014,Discrete Mathematics and Graph Theory,Dr. gulfsa,3,1,2,4,3
3786,CSE2005 ,Operating Systems,Dr. shakutal,3,5,5,4,5
3787,CSE2006 ,Microprocessor and Interfacing,Dr. bhupesh,5,4,3,2,2
3788,CSE3506,Essentials of Data Analytics,Dr. khetra,3,5,3,3,2
3789,CSE1003 ,Digital Logic and Design,Dr. dali,3,4,1,1,3
3790,CSE3018 ,Content Based Image and Video Retrieval,Dr. satyvati,5,4,2,5,4
3791,CSE3501,Information Security Analysis and Audit,Dr. kelashi,1,4,1,3,2
3792,MAT3004 ,Applied Linear Algebra,Dr. param,5,4,1,3,4
3793,CSE2006 ,Microprocessor and Interfacing,Dr. harneet,2,2,3,3,5
3794,CSE2014,Compiler Design,Dr. sukhdevi,1,4,3,3,3
3795,CSE3505,Foundations of Data Analytics,Dr. aatif,3,3,1,5,2
3796,CSE2013,Theory of Computation,Dr. asharani,5,3,0,5,3
3797,CSE3020 ,Data Visualization,Dr. sangram,2,3,1,2,2
3798,CSE3011 ,Robotics and its Applications,Dr. tarachand,5,5,2,4,3
3799,CSE3020 ,Data Visualization,Dr. samreen,4,2,4,2,5
3800,CSE4020 ,Machine Learning,Dr. aazad,4,4,4,2,5
3801,CSE2005 ,Operating Systems,Dr. savita,5,3,1,2,2
3802,CSE1004 ,Network and Communication,Dr. nikky,4,3,1,1,2
3803,CSE2011 ,Data Structures and Algorithms,Dr. nijam,4,5,0,5,3
3804,CSE3505,Foundations of Data Analytics,Dr. chndrakla,3,2,2,5,5
3805,CSE2014,Compiler Design,Dr. ruhhena,4,4,3,5,3
3806,MAT3004 ,Applied Linear Algebra,Dr. adan,1,5,2,1,2
3807,CSE1007 ,Java Programming,Dr. ntasha,5,3,0,3,5
3808,CSE3020 ,Data Visualization,Dr. najis,2,4,2,4,3
3809,CSE2023,Robotic Process Automation,Dr. farjanul,4,5,2,4,3
3810,CSE2006 ,Microprocessor and Interfacing,Dr. kushi,5,4,0,3,3
3811,CSE2014,Compiler Design,Dr. dilbar,2,1,3,4,5
3812,CSE3002 ,Internet and Web Programming,Dr. chandpreet,2,3,0,3,5
3813,CSE2011 ,Data Structures and Algorithms,Dr. tripurari,4,4,0,5,3
3814,CSE3018 ,Content Based Image and Video Retrieval,Dr. pankajsheel,4,1,1,1,5
3815,ECE3501,IoT Fundamentals,Dr. sagir,1,2,1,1,3
3816,CSE3024 ,Web Mining,Dr. raisingh,2,3,3,5,5
3817,CSE4011 ,Virtualization,Dr. peentu,4,2,0,3,5
3818,CSE3001 ,Software Engineering,Dr. ranjnika,1,4,1,4,4
3819,CSE4014 ,High Performance Computing,Dr. kamal,4,3,1,3,3
3820,CSE4014 ,High Performance Computing,Dr. sukhbir,5,1,3,2,3
3821,CSE2023,Robotic Process Automation,Dr. amritpal,1,2,0,3,2
3822,CSE1004 ,Network and Communication,Dr. khashbu,1,3,1,2,3
3823,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. minakshi,1,2,2,4,2
3824,CSE3501,Information Security Analysis and Audit,Dr. mahender,4,1,1,4,5
3825,MAT3004 ,Applied Linear Algebra,Dr. galiya,2,2,1,5,5
3826,CSE4014 ,High Performance Computing,Dr. sultan,1,5,3,3,3
3827,CSE1007 ,Java Programming,Dr. devinder,3,5,4,5,5
3828,CSE3501,Information Security Analysis and Audit,Dr. paras,5,2,3,1,4
3829,CSE3506,Essentials of Data Analytics,Dr. jagdeep,5,4,1,3,2
3830,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. vijay,1,2,1,2,2
3831,CSE3021 ,Social and Information Networks,Dr. hukma,2,3,2,2,5
3832,CSE3501,Information Security Analysis and Audit,Dr. chanderwati,2,1,2,1,5
3833,CSE2023,Robotic Process Automation,Dr. sibanaz,3,4,1,4,5
3834,CSE3025 ,Large Scale Data Processing,Dr. chandan,1,5,4,3,3
3835,CSE2023,Robotic Process Automation,Dr. grish,1,4,1,5,3
3836,CSE3029 ,Game Programming,Dr. kasturi,1,5,2,2,4
3837,CSE3002 ,Internet and Web Programming,Dr. mousam,3,1,1,1,3
3838,CSE3001 ,Software Engineering,Dr. shilpi,2,2,2,5,5
3839,CSE2023,Robotic Process Automation,Dr. areen,4,5,3,4,5
3840,CSE2001 ,Computer Architecture and Organization,Dr. sehran,1,5,2,1,2
3841,CSE4004 ,Digital Forensics,Dr. premwati,5,2,1,1,3
3842,CSE2013,Theory of Computation,Dr. anuska,1,4,1,3,3
3843,CSE4015 ,Human Computer Interaction,Dr. nisar,1,5,4,1,5
3844,CSE2004 ,Database Management Systems,Dr. laxmikant,2,3,1,1,5
3845,MAT3004 ,Applied Linear Algebra,Dr. zuveb,3,5,1,4,2
3846,MAT3004 ,Applied Linear Algebra,Dr. preet,3,1,3,2,3
3847,CSE3009 ,Internet of Things,Dr. sutiya,1,1,1,2,2
3848,CSE3029 ,Game Programming,Dr. sushant,1,2,3,4,5
3849,CSE2023,Robotic Process Automation,Dr. usha,3,3,2,2,5
3850,CSE2013,Theory of Computation,Dr. ishrana,3,2,2,4,3
3851,CSE3001 ,Software Engineering,Dr. kali,4,3,0,4,2
3852,CSE4011 ,Virtualization,Dr. amarmula,3,3,1,3,2
3853,CSE2014,Compiler Design,Dr. hari,2,3,4,1,4
3854,CSE3024 ,Web Mining,Dr. phoolwati,1,3,1,3,2
3855,CSE4014 ,High Performance Computing,Dr. vakesh,4,1,1,4,2
3856,CSE1007 ,Java Programming,Dr. sangeta,3,2,1,4,2
3857,CSE4015 ,Human Computer Interaction,Dr. bachcha,1,5,2,4,4
3858,CSE3505,Foundations of Data Analytics,Dr. mamoita,5,5,4,3,5
3859,CSE4014 ,High Performance Computing,Dr. dharmvir,3,2,0,1,3
3860,CSE2006 ,Microprocessor and Interfacing,Dr. menu,2,2,1,4,4
3861,CSE3501,Information Security Analysis and Audit,Dr. mahfuj,4,3,2,5,2
3862,CSE3006 ,Embedded System Design,Dr. ankala,4,5,2,4,3
3863,CSE2006 ,Microprocessor and Interfacing,Dr. gali,5,2,1,1,3
3864,CSE3018 ,Content Based Image and Video Retrieval,Dr. anekha,5,5,1,1,3
3865,CSE3013 ,Artificial Intelligence,Dr. akilesh,4,5,2,4,5
3866,CSE3009 ,Internet of Things,Dr. shohan,2,4,1,2,3
3867,CSE3001 ,Software Engineering,Dr. buity,4,1,2,2,2
3868,CSE3013 ,Artificial Intelligence,Dr. krishna,3,3,4,4,4
3869,CSE1007 ,Java Programming,Dr. ravish,1,4,2,4,5
3870,CSE4011 ,Virtualization,Dr. bunty,3,3,0,1,4
3871,CSE3024 ,Web Mining,Dr. papu,5,1,2,5,2
3872,CSE4015 ,Human Computer Interaction,Dr. w/o,1,4,1,1,2
3873,CSE4011 ,Virtualization,Dr. damanjeet,5,2,2,1,4
3874,CSE3013 ,Artificial Intelligence,Dr. shanker,1,1,1,3,2
3875,CSE4022 ,Natural Language Processing,Dr. barkha,3,5,2,2,4
3876,CSE3018 ,Content Based Image and Video Retrieval,Dr. ratn,5,5,1,4,3
3877,CSE4014 ,High Performance Computing,Dr. somdevi,2,2,2,2,4
3878,CSE2013,Theory of Computation,Dr. taslima,3,2,2,1,4
3879,CSE3502,Information Security Management,Dr. chuni,2,4,4,2,5
3880,CSE3001 ,Software Engineering,Dr. karan,2,1,1,4,4
3881,CSE4011 ,Virtualization,Dr. sohni,3,1,6,5,5
3882,CSE3006 ,Embedded System Design,Dr. preeti,5,5,1,5,3
3883,CSE2001 ,Computer Architecture and Organization,Dr. mohak,5,2,2,3,3
3884,MAT2002,Applications of Differential and Difference Equations,Dr. gango,2,1,1,5,3
3885,CSE2006 ,Microprocessor and Interfacing,Dr. gourav,1,5,3,1,2
3886,CSE2006 ,Microprocessor and Interfacing,Dr. saweta,4,1,5,4,5
3887,CSE4011 ,Virtualization,Dr. nazahat,4,4,2,1,4
3888,CSE2004 ,Database Management Systems,Dr. vickey,2,1,0,1,5
3889,CSE3024 ,Web Mining,Dr. ravindr,5,1,3,3,5
3890,CSE1007 ,Java Programming,Dr. harneet,5,3,3,2,5
3891,CSE2014,Compiler Design,Dr. pinky,4,3,2,4,2
3892,CSE3025 ,Large Scale Data Processing,Dr. ganesi,2,4,1,2,3
3893,CSE4004 ,Digital Forensics,Dr. kailaki,1,4,2,2,3
3894,CSE2001 ,Computer Architecture and Organization,Dr. puspa,5,2,1,3,3
3895,CSE3505,Foundations of Data Analytics,Dr. shakuntala,2,2,2,4,3
3896,CSE3029 ,Game Programming,Dr. veena,1,5,3,5,5
3897,MAT1014,Discrete Mathematics and Graph Theory,Dr. sanjeev,1,4,2,5,3
3898,CSE3505,Foundations of Data Analytics,Dr. mousam,3,3,0,2,2
3899,CSE3011 ,Robotics and its Applications,Dr. shivram,1,1,1,4,2
3900,MAT2002,Applications of Differential and Difference Equations,Dr. hasina,4,5,3,2,3
3901,CSE4004 ,Digital Forensics,Dr. nashima,3,2,3,4,4
3902,CSE4011 ,Virtualization,Dr. kushmi,4,5,2,4,3
3903,CSE3502,Information Security Management,Dr. kaishav,5,4,2,2,2
3904,CSE2005 ,Operating Systems,Dr. altab,3,3,1,4,5
3905,CSE2006 ,Microprocessor and Interfacing,Dr. sunayna,2,4,1,2,5
3906,CSE3501,Information Security Analysis and Audit,Dr. mudssir,1,4,0,1,2
3907,CSE3506,Essentials of Data Analytics,Dr. lakshman,2,2,2,5,3
3908,CSE4003 ,Cyber Security,Dr. ibraham,5,3,2,4,5
3909,CSE4014 ,High Performance Computing,Dr. rajend,2,1,1,3,4
3910,CSE2004 ,Database Management Systems,Dr. varsha,2,3,2,1,5
3911,CSE3009 ,Internet of Things,Dr. rabina,1,3,4,4,3
3912,CSE3009 ,Internet of Things,Dr. bilke,3,5,2,5,3
3913,CSE3024 ,Web Mining,Dr. sanno,4,1,4,2,5
3914,CSE2014,Compiler Design,Dr. sahida,3,5,2,1,5
3915,CSE3020 ,Data Visualization,Dr. suchita,1,3,3,2,4
3916,CSE2001 ,Computer Architecture and Organization,Dr. murjina,2,4,2,3,4
3917,CSE2012,Design and analysis of algorithms,Dr. dhara,3,3,0,5,2
3918,MAT1014,Discrete Mathematics and Graph Theory,Dr. avinash,5,4,2,1,3
3919,CSE3506,Essentials of Data Analytics,Dr. prete,2,4,0,1,2
3920,CSE4019 ,Image Processing,Dr. partyush,1,3,2,3,4
3921,CSE3506,Essentials of Data Analytics,Dr. parvin,3,3,2,5,3
3922,CSE4015 ,Human Computer Interaction,Dr. sivani,2,1,1,1,4
3923,CSE3025 ,Large Scale Data Processing,Dr. hazu,4,3,1,2,2
3924,CSE2005 ,Operating Systems,Dr. sehjamal,4,3,1,1,2
3925,ECE3502,IoT Domain Analyst,Dr. satwinder,3,5,1,4,4
3926,CSE3009 ,Internet of Things,Dr. sarsawati,3,3,1,5,2
3927,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. maya,2,2,2,3,4
3928,CSE4004 ,Digital Forensics,"Dr. raju,",3,2,1,3,4
3929,CSE2014,Compiler Design,Dr. kirtiman,2,5,1,1,2
3930,EEE1001,Basic Electrical and Electronics Engineering,Dr. prithvi,4,5,3,3,5
3931,CSE4019 ,Image Processing,Dr. mohad,3,4,4,5,4
3932,CSE2023,Robotic Process Automation,Dr. kulbhushan,5,1,0,1,2
3933,MAT2002,Applications of Differential and Difference Equations,Dr. jaya,2,4,2,2,2
3934,CSE2011 ,Data Structures and Algorithms,Dr. subhiya,1,4,0,1,2
3935,CSE3505,Foundations of Data Analytics,Dr. vicky,1,5,2,4,5
3936,CSE3006 ,Embedded System Design,Dr. mahendra,1,5,3,5,4
3937,CSE3506,Essentials of Data Analytics,Dr. tarun,4,1,0,2,2
3938,CSE3501,Information Security Analysis and Audit,Dr. bajulal,5,4,2,4,5
3939,ECE3502,IoT Domain Analyst,Dr. bhagwan,4,1,0,3,3
3940,CSE3011 ,Robotics and its Applications,Dr. sehin,2,2,1,5,2
3941,CSE4019 ,Image Processing,Dr. sumedha,2,3,1,5,4
3942,CSE3029 ,Game Programming,Dr. dhawal,2,5,3,3,4
3943,CSE3001 ,Software Engineering,Dr. mandi,3,5,3,3,4
3944,CSE3501,Information Security Analysis and Audit,Dr. hardeep,2,4,2,3,3
3945,CSE1004 ,Network and Communication,Dr. virwanti,3,2,1,2,3
3946,CSE3001 ,Software Engineering,Dr. jafruddin,5,5,4,5,5
3947,CSE3505,Foundations of Data Analytics,Dr. parsuram,2,2,2,2,4
3948,CSE2023,Robotic Process Automation,Dr. kalpeshwari,5,2,0,2,3
3949,CSE1003 ,Digital Logic and Design,Dr. konika,4,1,3,3,3
3950,CSE4022 ,Natural Language Processing,Dr. pankaj,2,4,2,1,2
3951,CSE4001 ,Parallel and Distributed Computing,Dr. ved,3,3,1,4,2
3952,CSE3020 ,Data Visualization,Dr. ramsewak,4,1,1,1,5
3953,CSE2014,Compiler Design,Dr. shushree,2,4,4,3,5
3954,ECE3502,IoT Domain Analyst,Dr. goldan,5,5,4,4,5
3955,CSE4001 ,Parallel and Distributed Computing,Dr. khairu,5,3,1,3,2
3956,CSE4004 ,Digital Forensics,Dr. tamnna,5,5,2,3,2
3957,MAT1014,Discrete Mathematics and Graph Theory,Dr. aasish,1,5,0,1,3
3958,CSE2006 ,Microprocessor and Interfacing,"Dr. amit,",5,4,1,5,4
3959,CSE3001 ,Software Engineering,Dr. ravidutt,2,3,1,4,2
3960,CSE4011 ,Virtualization,Dr. sarwitavm,5,5,3,3,3
3961,CSE3505,Foundations of Data Analytics,Dr. rambir,5,2,1,5,2
3962,CSE4015 ,Human Computer Interaction,Dr. subhan,2,1,1,2,4
3963,CSE3505,Foundations of Data Analytics,Dr. sonia,2,1,1,3,3
3964,MAT1014,Discrete Mathematics and Graph Theory,Dr. saifali,1,1,1,1,5
3965,CSE3025 ,Large Scale Data Processing,Dr. reshami,5,2,3,2,4
3966,MAT2002,Applications of Differential and Difference Equations,Dr. deyji,1,1,2,3,5
3967,CSE1007 ,Java Programming,Dr. sarswati,4,1,0,1,4
3968,CSE2011 ,Data Structures and Algorithms,Dr. girraj,5,3,1,1,2
3969,CSE2001 ,Computer Architecture and Organization,Dr. mehnaj,2,3,2,3,2
3970,CSE3024 ,Web Mining,Dr. patras,5,4,2,1,5
3971,CSE3025 ,Large Scale Data Processing,Dr. balmiki,3,4,1,2,3
3972,MAT1014,Discrete Mathematics and Graph Theory,Dr. phalguni,2,1,0,4,4
3973,CSE3505,Foundations of Data Analytics,Dr. khushbari,3,4,1,3,5
3974,CSE1004 ,Network and Communication,Dr. bhan,2,3,2,5,5
3975,ECE3501,IoT Fundamentals,Dr. mohak,4,1,3,1,4
3976,CSE3018 ,Content Based Image and Video Retrieval,Dr. sudma,1,4,2,3,5
3977,CSE3002 ,Internet and Web Programming,Dr. kulwinder,5,5,1,2,2
3978,CSE2013,Theory of Computation,Dr. resmi,4,2,1,3,5
3979,CSE2013,Theory of Computation,Dr. najo,3,3,1,5,3
3980,CSE4020 ,Machine Learning,Dr. mukhtar,1,2,4,4,3
3981,CSE3025 ,Large Scale Data Processing,Dr. sabina,3,1,2,5,3
3982,CSE4011 ,Virtualization,Dr. grace,4,5,2,5,3
3983,CSE2013,Theory of Computation,Dr. sharinimle,1,3,2,3,2
3984,CSE4001 ,Parallel and Distributed Computing,Dr. balbir,3,3,2,2,3
3985,CSE4022 ,Natural Language Processing,Dr. nayeem,4,1,3,5,3
3986,CSE2004 ,Database Management Systems,Dr. niraj,3,3,0,3,4
3987,MAT2002,Applications of Differential and Difference Equations,Dr. karishan,5,4,1,4,4
3988,CSE3006 ,Embedded System Design,Dr. raghubir,2,1,3,5,5
3989,MAT3004 ,Applied Linear Algebra,Dr. khushbu,4,4,4,5,5
3990,CSE4020 ,Machine Learning,Dr. tharu,5,3,1,3,2
3991,CSE4015 ,Human Computer Interaction,Dr. omprakash,1,4,2,1,3
3992,CSE3029 ,Game Programming,Dr. pushpendr,2,2,2,4,3
3993,CSE4014 ,High Performance Computing,Dr. silpi,5,1,1,1,2
3994,ECE3502,IoT Domain Analyst,Dr. abid,5,4,0,5,4
3995,MAT1014,Discrete Mathematics and Graph Theory,Dr. michael,3,2,0,2,4
3996,CSE4001 ,Parallel and Distributed Computing,Dr. sukka,2,2,2,3,3
3997,CSE3502,Information Security Management,Dr. chand,2,3,1,2,2
3998,MAT2002,Applications of Differential and Difference Equations,Dr. prabhakar,3,1,2,2,2
3999,ECE3502,IoT Domain Analyst,Dr. dhurv,4,4,2,4,5
4000,CSE3505,Foundations of Data Analytics,Dr. akib,4,2,0,4,5
4001,CSE2014,Compiler Design,Dr. balbeer,1,3,2,4,3
4002,CSE3501,Information Security Analysis and Audit,Dr. niru,5,4,3,3,4
4003,CSE2023,Robotic Process Automation,Dr. jamrujaha,4,2,1,1,4
4004,CSE2014,Compiler Design,Dr. sukheeya,1,2,1,4,3
4005,MAT1014,Discrete Mathematics and Graph Theory,Dr. avnit,4,4,2,5,3
4006,CSE4022 ,Natural Language Processing,Dr. yusuf,3,2,1,3,5
4007,CSE2023,Robotic Process Automation,Dr. sarbari,1,2,4,4,5
4008,CSE3001 ,Software Engineering,Dr. sangram,1,4,5,3,4
4009,CSE2006 ,Microprocessor and Interfacing,Dr. dipeeka,4,2,3,3,3
4010,CSE2006 ,Microprocessor and Interfacing,Dr. mahzbin,3,5,1,4,5
4011,CSE3021 ,Social and Information Networks,Dr. jitander,2,3,2,2,2
4012,CSE4003 ,Cyber Security,Dr. malika,1,5,1,1,5
4013,CSE3025 ,Large Scale Data Processing,Dr. viram,2,1,3,1,3
4014,CSE3002 ,Internet and Web Programming,Dr. shubankar,1,1,2,3,2
4015,CSE3506,Essentials of Data Analytics,Dr. susmita,4,1,1,5,4
4016,CSE2001 ,Computer Architecture and Organization,Dr. mobsheera,5,4,3,5,3
4017,CSE1003 ,Digital Logic and Design,Dr. master,5,3,2,5,4
4018,MAT1014,Discrete Mathematics and Graph Theory,Dr. shkur,5,2,1,5,3
4019,CSE4022 ,Natural Language Processing,Dr. homa,2,3,0,2,5
4020,CSE3024 ,Web Mining,Dr. ilyas,3,5,2,3,4
4021,CSE2005 ,Operating Systems,Dr. ankesh,2,2,2,5,3
4022,CSE4020 ,Machine Learning,Dr. wahid,4,5,0,4,4
4023,CSE2011 ,Data Structures and Algorithms,Dr. sukhram,1,4,1,5,4
4024,CSE3506,Essentials of Data Analytics,Dr. rubbi,5,4,1,5,3
4025,CSE4015 ,Human Computer Interaction,Dr. rajkumari,2,5,3,5,5
4026,CSE3018 ,Content Based Image and Video Retrieval,Dr. omendra,3,1,3,3,4
4027,CSE4015 ,Human Computer Interaction,Dr. manwi,2,3,2,4,4
4028,CSE3025 ,Large Scale Data Processing,Dr. sajruddin,2,3,4,2,5
4029,CSE4019 ,Image Processing,Dr. hasbul,2,1,2,1,3
4030,CSE2011 ,Data Structures and Algorithms,Dr. mamita,3,4,2,2,3
4031,CSE2005 ,Operating Systems,Dr. milkhi,3,2,1,2,2
4032,CSE3002 ,Internet and Web Programming,Dr. shailesh,3,2,3,2,2
